"number","sentence","label1"
"1940","artsakh permits dual citizenship, and as a result a number of syrian armenian refugees were granted artsakh passports when they immigrated in 2012 ","passport"
"1941","EU members must implement PACE in electronic passports by the end of 2014 ","passport"
"1942","Passports were originally for slave identification, and many whites were offended when they were required to have passports during the War ","passport"
"1943","He said he had lost his passport and had n't been able to leave the country ","passport"
"1944","Remember that some countries do not accept passports which have less than six months' validity remaining. ","passport"
"1945","For the next leg of the journey to the United States and Britain, the Chinese took the position that they would only issue exit visas on the Chinese passports ","passport"
"1946","take this form , fill it out , and keep it with your passport you'll need it to pass through immigration. ","passport"
"1947","His first successful patented inventions, patented in 1909, were an heat regulator for more effective control of stove and toaster heating elements and a thermostat for high-tension power cables ","patent"
"1948","He left the King Automobile company in 1912, however held full possession of his patents ","patent"
"1949","Has undertaken a number of National Torch Program projects, the company now owns a number of invention patents. ","patent"
"1950","The results are in the international advanced level, and the national invention patent license ","patent"
"1951","Van Over patented a kitchen implement called the B?tard Folding Picnic Knife as well as an oven stone for baking bread ","patent"
"1952","Kaleski is described as a ""true bushman and He was keenly interested in agriculture, inventing and patenting a number of new or improved farm implements and practical tools ","patent"
"1953","mad is the abbreviation of mobile assisted driving which is a patent pending technology to connect cars to the internet ","patent"
"1954","English metallurgist William Champion is granted a patent for his process of extracting zinc from other materials in a furnace ","patent"
"1955","The first mechanical shower, operated by a hand pump, was patented in England in 1767 by William Feetham, a stove maker from Ludgate Hill in London ","patent"
"1956","The Ardis Furnace was initially a huge success, and Jones turned down multiple million-dollar offers for his patent ","patent"
"1957","Intelligent management of these products is the first in the world, has declared the national and international patents for inventions. ","patent"
"1958","But they were more properly electric railway patents, the rights to which Electric Car had transferred to GE Auto ","patent"
"1959","The father took out a number of patents for improvements to agricultural equipment, and the son credits him with being his chief teacher as a boy ","patent"
"1960","To be patentable an invention must be novel, useful and non-obvious ","patent"
"1961","A patent claiming an invention that is required to implement a given industry standard ","patent"
"1962","He applied for many patents, most of them for long-forgotten inventions for buckle-making machines and other tools ","patent"
"1963","We are authorized by state Intellectual Property Office patents protected by state laws. ","patent"
"1964","There are also several US patents for using skip lists to implement (lockless) priority queues and concurrent dictionaries ","patent"
"1965","She specialised on network and security protocols and while working for Oracle obtained more than 50 patents ","patent"
"1966","was a Scottish chemist who invented an electric furnace for creating phosphorus invented in 1888 and patented in 1889 ","patent"
"1967","patent number ""US1636637 A"" for the design of a ""Combination Tool"", a combined measuring and gauging implement for use by mechanics, carpenters and metal workers ","patent"
"1968","At present, the company owns up to 16 items of machine invention patents and utility patents ","patent"
"1969","It was a financial success, and Hallidie's patents were enforced on other cable car promoters, making him wealthy ","patent"
"1970","Having only a third grade education, he obtained more than 150 patents on oil drilling tools ","patent"
"1971","The company has multiple products with a national invention patent ","patent"
"1972","patent of a ""horseless carriage"" and thus, is considered the inventor of the automobile ","patent"
"1973","In Berlin on 16 March 1910, as a boy of sixteen, Marcel patented a maritime compass that indicates north regardless of the presence of iron or magnetic forces ","patent"
"1974","At present, our company has declared 11 national invention patents, utility models, a patent. ","patent"
"1975","Her patented stove contained a ""frizzler"" which fried without hardening ","patent"
"1976","She relents after seeing how the boys enjoyed having a pet ","pet"
"1977","The idea is that they are selling these pets live, selling them as pets essentially ","pet"
"1978","Product item involves bird cage, dog cage, hamster cage, rabbit cage, cat cage and various pet accessories. In all, almost 300 kinds. The output per month is up to 40 standard containers ","pet"
"1979","The 2007 pet food recalls involved the massive recall of many brands of cat and dog foods beginning in March 2007 ","pet"
"1980","But Loki seeing a bit of himself in the pup, decided to keep him as his pet and named him Thori after his brother Thor ","pet"
"1981","I think you should all try at telepathy with your animals, you might be in for a delightful surprise! ","pet"
"1982","My cousin has a pet rat. It's white with brown spots and it's really fat because my cousin feeds it from the table all the time ","pet"
"1983","A 95-year-old woman from Havana, Cuba, with her pet rooster Keeping '''chickens as pets''' became increasingly popular in the 2000s among urban and suburban residents ","pet"
"1984","They clean cages, play with the animals, feed and bathe the pets and take the dogs for walks ","pet"
"1985","A child first labels the household pet cat as a ""cat"" and then generalizes this label to other animals that look like it ","pet"
"1986","Pet stores, pet hospitals and animal training courses are sprouting up to serve China's growing army of pooches and moggies. ","pet"
"1987","This kind of gold fish is not adaptable to the circumstances, so it is not easy to have it as a pet. ","pet"
"1988","Exotic pet enthusiasts often attempt to keep Meller's chameleons as pets ","pet"
"1989","The couple's three cats have been farmed out to friends and neighbors, but Strong's dog, Pepper, is still with her. ","pet"
